,id,title,release_date,overview,popularity,vote_average,vote_count
110,13398,Tokyo Godfathers,2003-12-29,"During a Christmas Eve in Tokyo, three homeless people, middle-aged alcoholic Gin, former drag queen Hana, and dependent runaway girl Miyuki, discover an abandoned newborn while looking through the garbage. With only a handful of clues to the baby's identity, the three misfits search the city to find its parents.",17.298,7.9,800
111,1402,The Pursuit of Happyness,2006-12-14,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,54.784,7.9,8171
112,194,Amélie,2001-04-25,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",37.885,7.9,9625
113,843241,The Seven Deadly Sins: Cursed by Light,2021-07-02,"With the help of the ""Dragon Sin of Wrath"" Meliodas and the worst rebels in history, the Seven Deadly Sins, the ""Holy War"", in which four races, including Humans, Goddesses, Fairies and Giants fought against the Demons, is finally over. At the cost of the ""Lion Sin of Pride"" Escanor's life, the Demon King was defeated and the world regained peace. After that, each of the Sins take their own path.",840.051,7.9,331
114,47796,Mamma Roma,1962-09-22,"After years spent working as a prostitute in her Italian village, middle-aged Mamma Roma has saved enough money to buy herself a fruit stand so that she can have a respectable middle-class life and reestablish contact with the 16-year-old son she abandoned when he was an infant. But her former pimp threatens to expose her sordid past, and her troubled son seems destined to fall into a life of crime and violence.",10.504,7.9,289
115,3870,1900,1976-09-03,"The epic tale of a class struggle in twentieth century Italy, as seen through the eyes of two childhood friends on opposing sides.",15.491,7.9,476
116,303867,World of Tomorrow,2015-01-22,A little girl is taken on a mind-bending tour of her distant future.,5.496,7.9,239
117,949,Heat,1995-12-15,Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,53.091,7.9,5435
118,631,Sunrise: A Song of Two Humans,1927-11-04,"A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.",10.765,7.9,583
119,381341,Perfect Strangers,2016-02-11,"During a dinner, a group of friends decide to share whatever message or phone call they will receive during the evening, with unforeseen consequences.",20.572,7.9,3835
120,827,Diabolique,1955-01-29,"The cruel and abusive headmaster of a boarding school, Michel Delassalle, is murdered by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.",10.723,7.9,695
121,430424,See You Up There,2017-10-25,"In November 1918, a few days before the Armistice, when Lieutenant Pradelle orders a senseless attack, he causes a useless disaster; but his outrageous act also binds the lives of two soldiers who have nothing more in common than the battlefield: Édouard saves Albert, although at a high cost. They become companions in misfortune who will attempt to survive in a changing world. Pradelle, in his own way, does the same.",13.203,7.9,1042
122,313369,La La Land,2016-11-29,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",36.603,7.9,14197
123,393,Kill Bill: Vol. 2,2004-04-16,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",42.903,7.9,11616
124,414906,The Batman,2022-03-01,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",2934.322,7.9,2903
125,323272,War Room,2015-08-28,"The family-friendly movie explores the transformational role prayer plays in the lives of the Jordan family. Tony and Elizabeth Jordan, a middle-class couple who seemingly have it all – great jobs, a beautiful daughter, their dream home. But appearances can be deceiving. In reality, the Jordan’s marriage has become a war zone and their daughter is collateral damage. With the help of Miss Clara, an older, wiser woman, Elizabeth discovers she can start fighting for her family instead of against them. Through a newly energized faith, Elizabeth and Tony’s real enemy doesn’t have a prayer.",86.684,7.9,352
126,33320,Millennium Actress,2001-09-14,"Documentary filmmaker Genya Tachibana has tracked down the legendary actress Chiyoko Fujiwara, who mysteriously vanished at the height of her career. When he presents her with a key she had lost and thought was gone forever, the filmmaker could not have imagined that it would not only unlock the long-held secrets of Chiyoko’s life... but also his own.",15.377,7.9,535
127,11830,Tampopo,1985-11-23,"In this humorous paean to the joys of food, a pair of truck drivers happen onto a decrepit roadside shop selling ramen noodles. The widowed owner, Tampopo, begs them to help her turn her establishment into a paragon of the ""art of noodle-soup making"". Interspersed are vignettes about the importance of food to different aspects of human life.",9.895,7.9,219
128,58129,The Phantom Carriage,1921-01-01,"It's New Year's Eve. Three drunkards evoke a legend. The legend tells that the last person to die in a year, if he is a great sinner, will have to drive during the whole year the Phantom Chariot, that picks up the souls of the dead.",14.043,7.9,217
129,11953,Kagemusha,1980-04-26,"Akira Kurosawa's lauded feudal epic presents the tale of a petty thief who is recruited to impersonate Shingen, an aging warlord, in order to avoid attacks by competing clans. When Shingen dies, his generals reluctantly agree to have the impostor take over as the powerful ruler. He soon begins to appreciate life as Shingen, but his commitment to the role is tested when he must lead his troops into battle against the forces of a rival warlord.",17.541,7.9,475
130,506574,Descendants 3,2019-08-02,The teenagers of Disney's most infamous villains return to the Isle of the Lost to recruit a new batch of villainous offspring to join them at Auradon Prep.,92.201,7.9,1206
131,31011,Mr. Nobody,2009-11-06,"Nemo Nobody leads an ordinary existence with his wife and 3 children; one day, he wakes up as a mortal centenarian in the year 2092.",27.462,7.9,5063
132,10757,Kabhi Khushi Kabhie Gham,2001-12-14,"Rahul, the adoptive son of business magnate Yash Raichand, feels eternal gratitude to his father for rescuing him from a life of poverty. Yet, when Yash forbids his love of poor Anjali, Rahul marries her and moves to London with new wife and sister-in-law, breaking the heart of his mother. Ten years later, Rahul's younger brother comes to London intent on brokering peace between father and son.",17.76,7.9,419
133,453,A Beautiful Mind,2001-12-11,"John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish.",29.762,7.9,8431
134,152742,The Best Offer,2013-01-01,"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core.",12.983,7.9,2404
135,5511,Le Samouraï,1967-10-25,"In a career-defining performance, Alain Delon plays Jef Costello, a contract killer with samurai instincts. After carrying out a flawlessly planned hit, Jef finds himself caught between a persistent police investigator and a ruthless employer, and not even his armor of fedora and trench coat can protect him. An elegantly stylized masterpiece of cool by maverick director Jean‑Pierre Melville, Le samouraï is a razor-sharp cocktail of 1940s American gangster cinema and 1960s French pop culture—with a liberal dose of Japanese lone-warrior mythology.",14.134,7.8,733
